Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DDD,3D Systems Corporation,8.95,$1.04B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ddd
MMM,3M Company,173.35,$99.92B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmm
WBAI,500.com Limited,11.76,$503.49M,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/wbai
WUBA,58.com Inc.,64.15,$9.53B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wuba
EGHT,8x8 Inc,23.85,$2.3B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/eght
AHC,A.H. Belo Corporation,3.78,$81.32M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/ahc
AOS,A.O Smith Corporation,45.97,$7.69B,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos
ATEN,"A10 Networks, Inc.",6.53,$493.89M,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/aten
AAC,"AAC Holdings, Inc.",0.6956,$17.6M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aac
AIR,AAR Corp.,34.96,$1.23B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/air
AAN,"Aaron&#39;s,  Inc.",61.31,$4.15B,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aan
ABB,ABB Ltd,19.89,$42.4B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,85,$149.96B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,78.78,$116.46B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abbv
ANF,Abercrombie & Fitch Company,16.2,$1.06B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/anf
AGD,Aberdeen Global Dynamic Dividend Fund,9.5,$119.22M,2006,n/a,n/a,https://www.nasdaq.com/symbol/agd
AWP,Aberdeen Global Premier Properties Fund,6.23,$532.09M,2007,n/a,n/a,https://www.nasdaq.com/symbol/awp
ACP,Aberdeen Income Credit Strategies Fund,12.57,$164.34M,2011,n/a,n/a,https://www.nasdaq.com/symbol/acp
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.02,$94.11M,1992,n/a,n/a,https://www.nasdaq.com/symbol/jeq
AOD,Aberdeen Total Dynamic Dividend Fund,8.22,$876.17M,2007,n/a,n/a,https://www.nasdaq.com/symbol/aod
ABM,ABM Industries Incorporated,39.42,$2.62B,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm
AKR,Acadia Realty Trust,28.38,$2.35B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr
ACN,Accenture plc,185.56,$118.36B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn
ACCO,Acco Brands Corporation,7.64,$779.96M,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/acco
ATV,"Acorn International, Inc.",22.7601,$58.74M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/atv
ATU,Actuant Corporation,23.96,$1.47B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu
AYI,"Acuity Brands, Inc. ",134.17,$5.35B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,27.03,$2.04B,2016,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf
ADX,"Adams Diversified Equity Fund, Inc.",15.52,$1.65B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",16.46,$486.13M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peo
AGRO,Adecoagro S.A.,6.98,$813.56M,2011,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/agro
ADNT,Adient plc,22.18,$2.08B,2016,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt
ADT,ADT Inc.,6.2,$4.69B,2018,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt
ATGE,Adtalem Global Education Inc.,45.04,$2.55B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge
AAP,Advance Auto Parts Inc,153.24,$10.99B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/aap
ADSW,"Advanced Disposal Services, Inc.",32.11,$2.85B,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",31.2,$1.8B,2014,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/wms
ASIX,AdvanSix Inc.,25.57,$725.25M,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix
AVK,Advent Claymore Convertible Securities and Income Fund,14.81,$511.32M,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk
ACM,AECOM,36.6,$5.76B,2007,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm
AEB,Aegon NV,22.58,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeb
AEG,Aegon NV,4.83,$9.89B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,25.89,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeh
AER,Aercap Holdings N.V.,50.3,$7.02B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer
HIVE,"Aerohive Networks, Inc.",3.24,$182.53M,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/hive
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",42.72,$3.36B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd
AMG,"Affiliated Managers Group, Inc.",87.98,$4.5B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg
MGR,"Affiliated Managers Group, Inc.",25.74,n/a,2019,Finance,Investment Managers,https://www.nasdaq.com/symbol/mgr
AFL,Aflac Incorporated,54.95,$40.96B,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl
MITT,"AG Mortgage Investment Trust, Inc.",16.12,$527.28M,2011,n/a,n/a,https://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",25.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^b
AGCO,AGCO Corporation,74.74,$5.74B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco
A,"Agilent Technologies, Inc.",73.34,$23.17B,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/a
AEM,Agnico Eagle Mines Limited,50.3,$11.83B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,66.77,$2.57B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc
AL,Air Lease Corporation,40.27,$4.47B,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al
AL^A,Air Lease Corporation,26.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/al^a
APD,"Air Products and Chemicals, Inc.",222.14,$48.9B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd
AYR,Aircastle Limited,20.62,$1.55B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr
AKS,AK Steel Holding Corporation,2.24,$708.53M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/aks
ALP^Q,Alabama Power Company,25.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",99.02,$1.16B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,6.01,$2.34B,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi
ALK,"Alaska Air Group, Inc.",62.08,$7.66B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk
AIN,Albany International Corporation,81.04,$2.62B,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,68.34,$7.24B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb
AA,Alcoa Corporation,22.6,$4.19B,2016,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/aa
ALC,Alcon Inc.,59.82,$29.23B,2019,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/alc
ALEX,"Alexander & Baldwin, Inc.",22.83,$1.65B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",373.65,$1.91B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",145.28,$16.41B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",38.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/are^d
AQN,Algonquin Power & Utilities Corp.,12.47,$6.12B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn
AQNA,Algonquin Power & Utilities Corp.,26.65,n/a,2018,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqna
AQNB,Algonquin Power & Utilities Corp.,25.61,n/a,2019,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqnb
BABA,Alibaba Group Holding Limited,167.55,$433.46B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba
Y,Alleghany Corporation,686.71,$9.92B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/y
ATI,Allegheny Technologies Incorporated,24.69,$3.11B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati
ALLE,Allegion plc,107.84,$10.13B,2013,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle
AGN,Allergan plc.,130.81,$42.88B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn
ALE,"Allete, Inc.",84.91,$4.38B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale
ADS,Alliance Data Systems Corporation,137.12,$7.18B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ads
AFB,Alliance National Municipal Income Fund Inc,13.4,$385.18M,2002,n/a,n/a,https://www.nasdaq.com/symbol/afb
AWF,Alliance World Dollar Government Fund II,11.79,$1.02B,1993,n/a,n/a,https://www.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,29.53,$2.81B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.18,$167.6M,2017,n/a,n/a,https://www.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,5.64,$506.95M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,25.41,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,5,$379.11M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,25.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncz^a
ACV,AllianzGI Diversified Income & Convertible Fund,23.36,$241.15M,2015,n/a,n/a,https://www.nasdaq.com/symbol/acv
NIE,AllianzGI Equity & Convertible Income Fund,21.48,$595.19M,2007,n/a,n/a,https://www.nasdaq.com/symbol/nie
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.16,$1.15B,2005,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nfj
ALSN,"Allison Transmission Holdings, Inc.",45.43,$5.47B,2012,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn
ALL,Allstate Corporation (The),101.21,$33.71B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),25.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),26.199,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^b
ALL^D,Allstate Corporation (The),27.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),25.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),26.205,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^f
ALL^G,Allstate Corporation (The),26.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^g
ALLY,Ally Financial Inc.,29.9,$11.88B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,26.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ally^a
AYX,"Alteryx, Inc.",108.02,$6.76B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",23.35,$15.76B,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus
MO,Altria Group,48,$89.8B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,8.99,$6.12B,2001,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/ach
AMBR,"Amber Road, Inc.",13.02,$370.27M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ambr
ABEV,Ambev S.A.,4.81,$75.65B,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",10.6,$1.1B,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc
AMCR,Amcor plc,11.02,$17.89B,2019,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/amcr
AEE,Ameren Corporation,77.45,$19.02B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",14.35,$695.59M,2010,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/amrc
AMOV,"America Movil, S.A.B. de C.V.",15.2,$50.17B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",15.19,$50.14B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx
AAT,"American Assets Trust, Inc.",47.49,$2.8B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",12.11,$1.36B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,46.78,$6.42B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acc
AEO,"American Eagle Outfitters, Inc.",18.1,$3.12B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",91.55,$45.17B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep
AEP^B,"American Electric Power Company, Inc.",54.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aep^b
AEL,American Equity Investment Life Holding Company,26.82,$2.44B,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael
AXP,American Express Company,124.73,$104.16B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp
AFG,"American Financial Group, Inc.",103,$9.24B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afg
AFGB,"American Financial Group, Inc.",26.16,n/a,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgb
AFGE,"American Financial Group, Inc.",25.54,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",26.24,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,24.99,$7.47B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,26.79,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,26.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,25.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,25.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,26.0464,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^h
AIG,"American International Group, Inc.",53.65,$46.66B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aig.ws
AIG^A,"American International Group, Inc.",26.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aig^a
AMID,"American Midstream Partners, LP",5.2,$283.15M,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amid
ARL,"American Realty Investors, Inc.",13.22,$211.48M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",7.05,$229.25M,2016,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ara
AWR,American States Water Company,74.5,$2.74B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr
AMT,American Tower Corporation (REIT),215.18,$95.11B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt
AVD,American Vanguard Corporation,14.33,$425.86M,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd
AWK,American Water Works,118.07,$21.02B,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk
COLD,Americold Realty Trust,33.98,$6.51B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cold
APU,"AmeriGas Partners, L.P.",35.33,$3.29B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",146.77,$19.65B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amp
ABC,AmerisourceBergen Corporation (Holding Co),84.46,$17.75B,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/abc
ANFI,Amira Nature Foods Ltd,0.76,$34.5M,2012,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/anfi
AMN,AMN Healthcare Services Inc,52.69,$2.46B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/amn
AMRX,"Amneal Pharmaceuticals, Inc.",6.9,$2.06B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrx
AP,Ampco-Pittsburgh Corporation,4,$49.98M,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ap
APH,Amphenol Corporation,95.51,$28.53B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aph
AXR,AMREP Corporation,5.67,$46.09M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/axr
AME,"AMTEK, Inc.",87.76,$20B,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/ame
APC,Anadarko Petroleum Corporation,70.31,$35.29B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apc
PLAN,"Anaplan, Inc.",50.86,$6.57B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/plan
ANDX,Andeavor Logistics LP,36.62,$8.99B,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx
FINS,Angel Oak Financial Strategies Income Term Trust,20.45,$219.84M,2019,n/a,n/a,https://www.nasdaq.com/symbol/fins
AU,AngloGold Ashanti Limited,17.08,$7.07B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,90.08,$176.24B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/bud
AXE,Anixter International Inc.,58.56,$1.97B,n/a,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,9.15,$13.32B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nly
NLY^C,Annaly Capital Management Inc,25.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^c
NLY^D,Annaly Capital Management Inc,25.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^d
NLY^F,Annaly Capital Management Inc,25.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^f
NLY^G,Annaly Capital Management Inc,24.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^g
AM,Antero Midstream Corporation,11.71,$5.94B,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/am
AR,Antero Resources Corporation,5.58,$1.72B,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar
ANTM,"Anthem, Inc.",293.76,$75.55B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm
ANH,Anworth Mortgage Asset  Corporation,3.73,$367.95M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/anh
ANH^A,Anworth Mortgage Asset  Corporation,27.0137,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^a
ANH^B,Anworth Mortgage Asset  Corporation,22.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^b
ANH^C,Anworth Mortgage Asset  Corporation,25.5924,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^c
AON,Aon plc,192.02,$46.18B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon
APA,Apache Corporation,29.64,$11.14B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apa
AIV,Apartment Investment and Management Company,51.17,$7.62B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv
APY,Apergy Corporation,32.19,$2.49B,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy
APHA,Aphria Inc.,6.73,$1.69B,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/apha
ARI,Apollo Commercial Real Estate Finance,18.71,$2.55B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari
APO,"Apollo Global Management, LLC",34.02,$13.71B,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/apo
APO^A,"Apollo Global Management, LLC",25.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^a
APO^B,"Apollo Global Management, LLC",25.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^b
AIY,Apollo Investment Corporation,26.07,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aiy
AFT,Apollo Senior Floating Rate Fund Inc.,14.77,$230.01M,2011,n/a,n/a,https://www.nasdaq.com/symbol/aft
AIF,Apollo Tactical Income Fund Inc.,14.68,$212.33M,2013,n/a,n/a,https://www.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",15.83,$3.54B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",58.53,$2.26B,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",119.38,$7.54B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr
APTV,Aptiv PLC,78.42,$20.22B,2011,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/aptv
WTR,"Aqua America, Inc.",41.95,$9.05B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtr
WTRU,"Aqua America, Inc.",57.82,n/a,2019,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtru
AQ,Aquantia Corp.,13.04,$467.79M,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/aq
WAAS,AquaVenture Holdings Limited,19.24,$518.53M,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/waas
ARMK,Aramark,34.6,$8.53B,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,12.27,$1.17B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/abr
ABR^A,Arbor Realty Trust,25.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^a
ABR^B,Arbor Realty Trust,25.87,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,26.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^c
ARC,"ARC Document Solutions, Inc.",2.12,$98.09M,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc
MT,ArcelorMittal,17.33,$17.49B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt
ARCH,"Arch Coal, Inc.",93.91,$1.58B,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch
ADM,Archer-Daniels-Midland Company,41.08,$23.01B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm
AROC,"Archrock, Inc.",9.75,$1.27B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc
ARNC,Arconic Inc.,24.33,$10.73B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc
ARCO,Arcos Dorados Holdings Inc.,7.28,$1.48B,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arco
ACA,"Arcosa, Inc.",36.57,$1.77B,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aca
RCUS,"Arcus Biosciences, Inc.",9.44,$420.41M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus
ARD,Ardagh Group S.A.,16.06,$3.8B,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,6.46,$213.81M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,26.03,$208.24M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc
ACRE,Ares Commercial Real Estate Corporation,14.96,$431.88M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.03,$344.41M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc
ARES,Ares Management Corporation,27.33,$2.82B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares
ARES^A,Ares Management Corporation,27.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a
